Datafile FullScanSumBP FullScanMaxBP ZoomScanSumBP ZoomScanMaxBP SumTIC MaxTIC
FIT_HPPP_Bound_060622_04.6984.6984.2.dta 31538 31538 0 0 5689 5689
FIT_HPPP_Bound_060622_04.6985.6985.2.dta 34067 34067 0 0 7579 7579
FIT_HPPP_Bound_060622_04.6987.6987.2.dta 16664 16664 0 0 20009 20009
FIT_HPPP_Bound_060622_04.6988.6988.1.dta 36649 36649 0 0 3863 3863
FIT_HPPP_Bound_060622_04.6989.6989.2.dta 478711 478711 0 0 123138 123138
FIT_HPPP_Bound_060622_04.6991.6991.1.dta 85315 85315 0 0 21973 21973
FIT_HPPP_Bound_060622_04.6992.6992.2.dta 79375 79375 0 0 25729 25729
FIT_HPPP_Bound_060622_04.6993.6993.3.dta 40227 40227 0 0 10023 10023
FIT_HPPP_Bound_060622_04.6995.6995.1.dta 109133 109133 0 0 20887 20887
FIT_HPPP_Bound_060622_04.6996.6996.2.dta 642600 642600 0 0 143462 143462
FIT_HPPP_Bound_060622_04.6997.6999.2.dta 61004 31839 0 0 24518 13403
FIT_HPPP_Bound_060622_04.7000.7000.3.dta 32793 32793 0 0 7960 7960
FIT_HPPP_Bound_060622_04.7001.7001.2.dta 141379 141379 0 0 29301 29301
FIT_HPPP_Bound_060622_04.7003.7003.2.dta 134244 134244 0 0 31394 31394
FIT_HPPP_Bound_060622_04.7004.7004.2.dta 138664 138664 0 0 28925 28925
FIT_HPPP_Bound_060622_04.7005.7005.2.dta 39663 39663 0 0 22863 22863
FIT_HPPP_Bound_060622_04.7007.7007.2.dta 154722 154722 0 0 31646 31646
FIT_HPPP_Bound_060622_04.7008.7008.2.dta 123465 123465 0 0 30328 30328
FIT_HPPP_Bound_060622_04.7009.7009.2.dta 64180 64180 0 0 10660 10660
FIT_HPPP_Bound_060622_04.7011.7012.1.dta 353384 176692 0 0 28531 17497
FIT_HPPP_Bound_060622_04.7013.7013.2.dta 72777 72777 0 0 10209 10209
FIT_HPPP_Bound_060622_04.7015.7015.2.dta 187884 187884 0 0 22794 22794
FIT_HPPP_Bound_060622_04.7016.7016.2.dta 98560 98560 0 0 28698 28698
FIT_HPPP_Bound_060622_04.7017.7019.2.dta 3398862 1719988 0 0 343883 332967
FIT_HPPP_Bound_060622_04.7020.7020.2.dta 242056 242056 0 0 18470 18470
FIT_HPPP_Bound_060622_04.7021.7021.2.dta 40515 40515 0 0 20547 20547
FIT_HPPP_Bound_060622_04.7023.7023.2.dta 1499168 1499168 0 0 299127 299127
FIT_HPPP_Bound_060622_04.7024.7024.2.dta 12070 12070 0 0 230 230
FIT_HPPP_Bound_060622_04.7025.7025.2.dta 24449 24449 0 0 5689 5689
FIT_HPPP_Bound_060622_04.7025.7025.3.dta 24449 24449 0 0 5689 5689
FIT_HPPP_Bound_060622_04.7027.7027.2.dta 82132 82132 0 0 9558 9558
FIT_HPPP_Bound_060622_04.7028.7028.2.dta 26187 26187 0 0 20573 20573
FIT_HPPP_Bound_060622_04.7029.7029.2.dta 0 0 0 0 206 206
FIT_HPPP_Bound_060622_04.7031.7031.2.dta 107685 107685 0 0 8026 8026
FIT_HPPP_Bound_060622_04.7032.7032.2.dta 26940 26940 0 0 24691 24691
FIT_HPPP_Bound_060622_04.7033.7033.2.dta 18804 18804 0 0 6094 6094
FIT_HPPP_Bound_060622_04.7033.7033.3.dta 18804 18804 0 0 6094 6094
FIT_HPPP_Bound_060622_04.7035.7036.1.dta 394751 197375 0 0 43908 34164
FIT_HPPP_Bound_060622_04.7037.7037.2.dta 248810 248810 0 0 87732 87732
FIT_HPPP_Bound_060622_04.7039.7039.2.dta 131417 131417 0 0 22098 22098
FIT_HPPP_Bound_060622_04.7040.7040.2.dta 322726 322726 0 0 83779 83779
FIT_HPPP_Bound_060622_04.7041.7041.2.dta 31473 31473 0 0 5268 5268
FIT_HPPP_Bound_060622_04.7041.7041.3.dta 31473 31473 0 0 5268 5268
FIT_HPPP_Bound_060622_04.7043.7043.2.dta 89729 89729 0 0 21634 21634
FIT_HPPP_Bound_060622_04.7044.7044.2.dta 32903 32903 0 0 12008 12008
FIT_HPPP_Bound_060622_04.7045.7045.2.dta 44654 44654 0 0 21381 21381
FIT_HPPP_Bound_060622_04.7047.7047.2.dta 63851 63851 0 0 9387 9387
FIT_HPPP_Bound_060622_04.7048.7048.2.dta 49487 49487 0 0 12182 12182
FIT_HPPP_Bound_060622_04.7049.7049.2.dta 31557 31557 0 0 11990 11990
FIT_HPPP_Bound_060622_04.7051.7051.2.dta 8825 8825 0 0 539 539
FIT_HPPP_Bound_060622_04.7051.7051.3.dta 8825 8825 0 0 539 539
FIT_HPPP_Bound_060622_04.7052.7052.2.dta 67949 67949 0 0 21283 21283
FIT_HPPP_Bound_060622_04.7053.7053.2.dta 43180 43180 0 0 12076 12076
FIT_HPPP_Bound_060622_04.7055.7055.2.dta 96175 96175 0 0 438 438
FIT_HPPP_Bound_060622_04.7055.7055.3.dta 96175 96175 0 0 438 438
FIT_HPPP_Bound_060622_04.7056.7056.2.dta 75309 75309 0 0 9999 9999
FIT_HPPP_Bound_060622_04.7057.7057.2.dta 0 0 0 0 224 224
FIT_HPPP_Bound_060622_04.7059.7059.2.dta 4284429 4284429 0 0 1347523 1347523
FIT_HPPP_Bound_060622_04.7060.7060.2.dta 26729 26729 0 0 522527 522527
FIT_HPPP_Bound_060622_04.7062.7062.2.dta 26605 26605 0 0 2792 2792
FIT_HPPP_Bound_060622_04.7063.7063.2.dta 39601 39601 0 0 2515 2515
FIT_HPPP_Bound_060622_04.7064.7064.3.dta 25870 25870 0 0 11405 11405
FIT_HPPP_Bound_060622_04.7066.7066.2.dta 57706 57706 0 0 2490 2490
FIT_HPPP_Bound_060622_04.7066.7066.3.dta 57706 57706 0 0 2490 2490
FIT_HPPP_Bound_060622_04.7067.7067.2.dta 43423 43423 0 0 3021 3021
FIT_HPPP_Bound_060622_04.7068.7068.2.dta 46792 46792 0 0 11586 11586
FIT_HPPP_Bound_060622_04.7070.7070.2.dta 76195 76195 0 0 2366 2366
FIT_HPPP_Bound_060622_04.7070.7070.3.dta 76195 76195 0 0 2366 2366
FIT_HPPP_Bound_060622_04.7071.7071.2.dta 50824 50824 0 0 2511 2511
FIT_HPPP_Bound_060622_04.7072.7072.2.dta 51505 51505 0 0 9428 9428
FIT_HPPP_Bound_060622_04.7072.7072.3.dta 51505 51505 0 0 9428 9428
FIT_HPPP_Bound_060622_04.7074.7074.2.dta 69110 69110 0 0 21101 21101
FIT_HPPP_Bound_060622_04.7075.7075.2.dta 61241 61241 0 0 18895 18895
FIT_HPPP_Bound_060622_04.7076.7076.1.dta 59635 59635 0 0 20795 20795
FIT_HPPP_Bound_060622_04.7078.7078.3.dta 859050 859050 0 0 215583 215583
FIT_HPPP_Bound_060622_04.7079.7079.2.dta 72963 72963 0 0 23101 23101
FIT_HPPP_Bound_060622_04.7081.7081.3.dta 832550 832550 0 0 368219 368219
FIT_HPPP_Bound_060622_04.7082.7082.2.dta 39604 39604 0 0 20151 20151
FIT_HPPP_Bound_060622_04.7083.7083.2.dta 45786 45786 0 0 6443 6443
FIT_HPPP_Bound_060622_04.7085.7085.2.dta 76755 76755 0 0 9183 9183
FIT_HPPP_Bound_060622_04.7085.7085.3.dta 76755 76755 0 0 9183 9183
FIT_HPPP_Bound_060622_04.7086.7086.1.dta 502554 502554 0 0 99362 99362
FIT_HPPP_Bound_060622_04.7087.7087.2.dta 50294 50294 0 0 9180 9180
FIT_HPPP_Bound_060622_04.7089.7089.1.dta 912576 912576 0 0 140613 140613
FIT_HPPP_Bound_060622_04.7090.7090.2.dta 70703 70703 0 0 23599 23599
FIT_HPPP_Bound_060622_04.7091.7091.2.dta 27398 27398 0 0 14558 14558
FIT_HPPP_Bound_060622_04.7093.7093.2.dta 74927 74927 0 0 26434 26434
FIT_HPPP_Bound_060622_04.7094.7094.2.dta 18089 18089 0 0 13203 13203
FIT_HPPP_Bound_060622_04.7095.7097.2.dta 87082 45637 0 0 14257 7446
FIT_HPPP_Bound_060622_04.7095.7097.3.dta 87082 45637 0 0 14257 7446
FIT_HPPP_Bound_060622_04.7098.7098.2.dta 48605 48605 0 0 28351 28351
FIT_HPPP_Bound_060622_04.7099.7099.2.dta 40987 40987 0 0 8320 8320
FIT_HPPP_Bound_060622_04.7101.7101.1.dta 2679843 2679843 0 0 13715 13715
FIT_HPPP_Bound_060622_04.7102.7102.1.dta 43143 43143 0 0 10042 10042
FIT_HPPP_Bound_060622_04.7103.7103.2.dta 148918 148918 0 0 49907 49907
FIT_HPPP_Bound_060622_04.7105.7105.1.dta 3091754 3091754 0 0 14364 14364
FIT_HPPP_Bound_060622_04.7106.7106.1.dta 59915 59915 0 0 9017 9017
FIT_HPPP_Bound_060622_04.7107.7107.2.dta 34698 34698 0 0 10669 10669
FIT_HPPP_Bound_060622_04.7109.7109.1.dta 52468 52468 0 0 6412 6412
FIT_HPPP_Bound_060622_04.7110.7110.1.dta 35476 35476 0 0 9190 9190
FIT_HPPP_Bound_060622_04.7111.7111.2.dta 45262 45262 0 0 12936 12936
FIT_HPPP_Bound_060622_04.7113.7113.1.dta 59978 59978 0 0 8659 8659
FIT_HPPP_Bound_060622_04.7114.7114.2.dta 41443 41443 0 0 19032 19032
FIT_HPPP_Bound_060622_04.7115.7115.2.dta 57778 57778 0 0 11364 11364
FIT_HPPP_Bound_060622_04.7115.7115.3.dta 57778 57778 0 0 11364 11364
FIT_HPPP_Bound_060622_04.7117.7117.2.dta 87919 87919 0 0 23467 23467
FIT_HPPP_Bound_060622_04.7118.7118.2.dta 77002 77002 0 0 16137 16137
FIT_HPPP_Bound_060622_04.7119.7119.2.dta 63279 63279 0 0 15970 15970
FIT_HPPP_Bound_060622_04.7121.7121.2.dta 65584 65584 0 0 20970 20970
FIT_HPPP_Bound_060622_04.7122.7122.2.dta 78370 78370 0 0 18728 18728
FIT_HPPP_Bound_060622_04.7123.7123.2.dta 77307 77307 0 0 9933 9933
FIT_HPPP_Bound_060622_04.7123.7123.3.dta 77307 77307 0 0 9933 9933
FIT_HPPP_Bound_060622_04.7125.7125.1.dta 47937 47937 0 0 6997 6997
FIT_HPPP_Bound_060622_04.7126.7126.2.dta 147982 147982 0 0 46043 46043
FIT_HPPP_Bound_060622_04.7127.7127.1.dta 42182 42182 0 0 5163 5163
FIT_HPPP_Bound_060622_04.7129.7129.2.dta 256253 256253 0 0 90494 90494
FIT_HPPP_Bound_060622_04.7130.7130.1.dta 80289 80289 0 0 4665 4665
FIT_HPPP_Bound_060622_04.7131.7131.2.dta 172665 172665 0 0 51920 51920
FIT_HPPP_Bound_060622_04.7133.7133.2.dta 4053608 4053608 0 0 1058440 1058440
FIT_HPPP_Bound_060622_04.7134.7134.1.dta 701514 701514 0 0 68410 68410
FIT_HPPP_Bound_060622_04.7135.7135.2.dta 302349 302349 0 0 80728 80728
FIT_HPPP_Bound_060622_04.7137.7137.2.dta 4362700 4362700 0 0 1120743 1120743
FIT_HPPP_Bound_060622_04.7138.7138.1.dta 658300 658300 0 0 92824 92824
FIT_HPPP_Bound_060622_04.7139.7141.2.dta 149222 91405 0 0 68897 35912
FIT_HPPP_Bound_060622_04.7142.7142.2.dta 34327 34327 0 0 11028 11028
FIT_HPPP_Bound_060622_04.7143.7143.2.dta 44447 44447 0 0 21258 21258
FIT_HPPP_Bound_060622_04.7145.7145.2.dta 88468 88468 0 0 110926 110926
FIT_HPPP_Bound_060622_04.7145.7145.3.dta 88468 88468 0 0 110926 110926
FIT_HPPP_Bound_060622_04.7146.7146.2.dta 72234 72234 0 0 25159 25159
FIT_HPPP_Bound_060622_04.7147.7147.2.dta 48394 48394 0 0 29164 29164
FIT_HPPP_Bound_060622_04.7147.7147.3.dta 48394 48394 0 0 29164 29164
FIT_HPPP_Bound_060622_04.7149.7149.1.dta 0 0 0 0 96101 96101
FIT_HPPP_Bound_060622_04.7150.7150.2.dta 45077 45077 0 0 34988 34988
FIT_HPPP_Bound_060622_04.7152.7152.2.dta 33978 33978 0 0 18746 18746
FIT_HPPP_Bound_060622_04.7153.7153.2.dta 24691 24691 0 0 12362 12362
FIT_HPPP_Bound_060622_04.7154.7156.2.dta 85917 57491 0 0 24150 13929
FIT_HPPP_Bound_060622_04.7157.7157.2.dta 14016 14016 0 0 138 138
FIT_HPPP_Bound_060622_04.7158.7158.1.dta 46524 46524 0 0 3470 3470
FIT_HPPP_Bound_060622_04.7160.7160.2.dta 66640 66640 0 0 7776 7776
FIT_HPPP_Bound_060622_04.7161.7161.1.dta 51386 51386 0 0 3579 3579
FIT_HPPP_Bound_060622_04.7162.7162.2.dta 41042 41042 0 0 30182 30182
FIT_HPPP_Bound_060622_04.7162.7162.3.dta 41042 41042 0 0 30182 30182
FIT_HPPP_Bound_060622_04.7164.7164.2.dta 58583 58583 0 0 38353 38353
FIT_HPPP_Bound_060622_04.7165.7165.2.dta 76941 76941 0 0 19799 19799
FIT_HPPP_Bound_060622_04.7166.7166.3.dta 17194 17194 0 0 26732 26732
FIT_HPPP_Bound_060622_04.7168.7168.2.dta 54793 54793 0 0 42754 42754
FIT_HPPP_Bound_060622_04.7169.7169.3.dta 41018 41018 0 0 35930 35930
FIT_HPPP_Bound_060622_04.7170.7172.1.dta 147160 82470 0 0 7059 3746
FIT_HPPP_Bound_060622_04.7173.7173.2.dta 59864 59864 0 0 25870 25870
FIT_HPPP_Bound_060622_04.7174.7174.2.dta 50523 50523 0 0 18543 18543
FIT_HPPP_Bound_060622_04.7176.7176.2.dta 630405 630405 0 0 50598 50598
FIT_HPPP_Bound_060622_04.7177.7177.2.dta 71121 71121 0 0 21659 21659
FIT_HPPP_Bound_060622_04.7178.7178.1.dta 726298 726298 0 0 25444 25444
FIT_HPPP_Bound_060622_04.7180.7180.2.dta 574984 574984 0 0 46730 46730
FIT_HPPP_Bound_060622_04.7181.7181.2.dta 41122 41122 0 0 16522 16522
FIT_HPPP_Bound_060622_04.7182.7182.1.dta 684766 684766 0 0 25167 25167
FIT_HPPP_Bound_060622_04.7184.7184.2.dta 52474 52474 0 0 4278 4278
FIT_HPPP_Bound_060622_04.7185.7185.2.dta 649913 649913 0 0 57432 57432
FIT_HPPP_Bound_060622_04.7186.7186.2.dta 35895 35895 0 0 24889 24889
FIT_HPPP_Bound_060622_04.7188.7189.1.dta 964573 482286 0 0 141126 88591
FIT_HPPP_Bound_060622_04.7190.7190.2.dta 60830 60830 0 0 4912 4912
FIT_HPPP_Bound_060622_04.7192.7192.2.dta 75187 75187 0 0 19653 19653
FIT_HPPP_Bound_060622_04.7193.7193.2.dta 53154 53154 0 0 9781 9781
FIT_HPPP_Bound_060622_04.7194.7194.1.dta 26244 26244 0 0 16763 16763
FIT_HPPP_Bound_060622_04.7196.7196.2.dta 84201 84201 0 0 22067 22067
FIT_HPPP_Bound_060622_04.7197.7197.2.dta 60781 60781 0 0 11179 11179
FIT_HPPP_Bound_060622_04.7197.7197.3.dta 60781 60781 0 0 11179 11179
FIT_HPPP_Bound_060622_04.7198.7198.2.dta 45036 45036 0 0 105 105
FIT_HPPP_Bound_060622_04.7200.7201.1.dta 441893 220947 0 0 22383 11340
FIT_HPPP_Bound_060622_04.7202.7204.2.dta 126086 71419 0 0 44406 23936
FIT_HPPP_Bound_060622_04.7205.7205.2.dta 51087 51087 0 0 12396 12396
FIT_HPPP_Bound_060622_04.7206.7206.2.dta 4300096 4300096 0 0 1294 1294
FIT_HPPP_Bound_060622_04.7208.7208.2.dta 39570 39570 0 0 10821 10821
FIT_HPPP_Bound_060622_04.7209.7209.2.dta 511631 511631 0 0 147016 147016
FIT_HPPP_Bound_060622_04.7210.7210.1.dta 49269 49269 0 0 12359 12359
FIT_HPPP_Bound_060622_04.7212.7212.2.dta 522540 522540 0 0 128183 128183
FIT_HPPP_Bound_060622_04.7213.7213.1.dta 80428 80428 0 0 12935 12935
FIT_HPPP_Bound_060622_04.7214.7214.2.dta 0 0 0 0 77 77
FIT_HPPP_Bound_060622_04.7216.7216.2.dta 51177 51177 0 0 8896 8896
FIT_HPPP_Bound_060622_04.7216.7216.3.dta 51177 51177 0 0 8896 8896
FIT_HPPP_Bound_060622_04.7217.7217.2.dta 29940 29940 0 0 7073 7073
FIT_HPPP_Bound_060622_04.7218.7218.2.dta 18749 18749 0 0 4427 4427
FIT_HPPP_Bound_060622_04.7218.7218.3.dta 18749 18749 0 0 4427 4427
FIT_HPPP_Bound_060622_04.7220.7220.2.dta 30635 30635 0 0 66390 66390
FIT_HPPP_Bound_060622_04.7221.7221.2.dta 32199 32199 0 0 8589 8589
FIT_HPPP_Bound_060622_04.7221.7221.3.dta 32199 32199 0 0 8589 8589
FIT_HPPP_Bound_060622_04.7222.7222.2.dta 40071 40071 0 0 10087 10087
FIT_HPPP_Bound_060622_04.7224.7224.1.dta 40247 40247 0 0 16263 16263
FIT_HPPP_Bound_060622_04.7225.7225.2.dta 34998 34998 0 0 9486 9486
FIT_HPPP_Bound_060622_04.7226.7226.2.dta 35121 35121 0 0 11999 11999
FIT_HPPP_Bound_060622_04.7228.7228.1.dta 61884 61884 0 0 15078 15078
FIT_HPPP_Bound_060622_04.7229.7229.3.dta 36856 36856 0 0 9334 9334
FIT_HPPP_Bound_060622_04.7230.7230.2.dta 45648 45648 0 0 6904 6904
FIT_HPPP_Bound_060622_04.7230.7230.3.dta 45648 45648 0 0 6904 6904
FIT_HPPP_Bound_060622_04.7232.7232.3.dta 34696 34696 0 0 9374 9374
FIT_HPPP_Bound_060622_04.7233.7233.2.dta 26181 26181 0 0 12923 12923
FIT_HPPP_Bound_060622_04.7234.7234.2.dta 39166 39166 0 0 22337 22337
FIT_HPPP_Bound_060622_04.7236.7236.2.dta 163083 163083 0 0 36250 36250
FIT_HPPP_Bound_060622_04.7237.7237.2.dta 30940 30940 0 0 12701 12701
FIT_HPPP_Bound_060622_04.7238.7238.3.dta 34288 34288 0 0 21470 21470
FIT_HPPP_Bound_060622_04.7240.7240.2.dta 172880 172880 0 0 40398 40398
FIT_HPPP_Bound_060622_04.7241.7242.1.dta 396837 198418 0 0 28783 16580
FIT_HPPP_Bound_060622_04.7244.7244.2.dta 109405 109405 0 0 30861 30861
FIT_HPPP_Bound_060622_04.7245.7245.2.dta 73365 73365 0 0 16288 16288
FIT_HPPP_Bound_060622_04.7246.7246.2.dta 59082 59082 0 0 30532 30532
FIT_HPPP_Bound_060622_04.7246.7246.3.dta 59082 59082 0 0 30532 30532
FIT_HPPP_Bound_060622_04.7248.7248.2.dta 99841 99841 0 0 33509 33509
FIT_HPPP_Bound_060622_04.7249.7249.2.dta 78552 78552 0 0 15749 15749
FIT_HPPP_Bound_060622_04.7250.7250.2.dta 59683 59683 0 0 32503 32503
FIT_HPPP_Bound_060622_04.7250.7250.3.dta 59683 59683 0 0 32503 32503
FIT_HPPP_Bound_060622_04.7252.7252.2.dta 68522 68522 0 0 38053 38053
FIT_HPPP_Bound_060622_04.7253.7253.2.dta 47988 47988 0 0 10081 10081
FIT_HPPP_Bound_060622_04.7254.7254.2.dta 38620 38620 0 0 25408 25408
FIT_HPPP_Bound_060622_04.7256.7256.2.dta 71152 71152 0 0 23428 23428
FIT_HPPP_Bound_060622_04.7257.7257.2.dta 44441 44441 0 0 7133 7133
FIT_HPPP_Bound_060622_04.7257.7257.3.dta 44441 44441 0 0 7133 7133
FIT_HPPP_Bound_060622_04.7258.7258.2.dta 11939 11939 0 0 118 118
FIT_HPPP_Bound_060622_04.7260.7260.2.dta 96623 96623 0 0 26884 26884
FIT_HPPP_Bound_060622_04.7261.7261.2.dta 51745 51745 0 0 7808 7808
FIT_HPPP_Bound_060622_04.7261.7261.3.dta 51745 51745 0 0 7808 7808
FIT_HPPP_Bound_060622_04.7262.7262.2.dta 38117 38117 0 0 6422 6422
FIT_HPPP_Bound_060622_04.7264.7265.1.dta 462593 231296 0 0 37205 30409
FIT_HPPP_Bound_060622_04.7266.7266.3.dta 46220 46220 0 0 3365 3365
FIT_HPPP_Bound_060622_04.7268.7268.2.dta 65732 65732 0 0 8911 8911
FIT_HPPP_Bound_060622_04.7269.7269.3.dta 58324 58324 0 0 15831 15831
FIT_HPPP_Bound_060622_04.7270.7272.1.dta 185278 127656 0 0 32984 19052
FIT_HPPP_Bound_060622_04.7273.7273.3.dta 79835 79835 0 0 22279 22279
FIT_HPPP_Bound_060622_04.7274.7274.2.dta 30251 30251 0 0 20727 20727
FIT_HPPP_Bound_060622_04.7276.7276.2.dta 102680 102680 0 0 19856 19856
FIT_HPPP_Bound_060622_04.7277.7277.2.dta 23282 23282 0 0 22116 22116
FIT_HPPP_Bound_060622_04.7278.7278.2.dta 41838 41838 0 0 17131 17131
FIT_HPPP_Bound_060622_04.7280.7280.2.dta 85222 85222 0 0 27207 27207
FIT_HPPP_Bound_060622_04.7281.7281.1.dta 529513 529513 0 0 97149 97149
FIT_HPPP_Bound_060622_04.7282.7282.2.dta 57736 57736 0 0 15637 15637
FIT_HPPP_Bound_060622_04.7284.7284.1.dta 787269 787269 0 0 143179 143179
FIT_HPPP_Bound_060622_04.7285.7285.2.dta 95723 95723 0 0 280 280
FIT_HPPP_Bound_060622_04.7285.7285.3.dta 95723 95723 0 0 280 280
FIT_HPPP_Bound_060622_04.7286.7286.2.dta 58883 58883 0 0 11123 11123
FIT_HPPP_Bound_060622_04.7288.7288.2.dta 52085 52085 0 0 1342440 1342440
FIT_HPPP_Bound_060622_04.7289.7289.2.dta 37845 37845 0 0 265 265
FIT_HPPP_Bound_060622_04.7289.7289.3.dta 37845 37845 0 0 265 265
FIT_HPPP_Bound_060622_04.7290.7290.2.dta 75416 75416 0 0 5957 5957
FIT_HPPP_Bound_060622_04.7292.7293.2.dta 7900480 3950240 0 0 2091885 1109321
FIT_HPPP_Bound_060622_04.7294.7294.2.dta 27176 27176 0 0 13952 13952
FIT_HPPP_Bound_060622_04.7296.7296.2.dta 1897653 1897653 0 0 206154 206154
FIT_HPPP_Bound_060622_04.7297.7297.2.dta 71438 71438 0 0 16492 16492
FIT_HPPP_Bound_060622_04.7298.7298.2.dta 46339 46339 0 0 24312 24312
FIT_HPPP_Bound_060622_04.7300.7300.2.dta 95037 95037 0 0 21302 21302
FIT_HPPP_Bound_060622_04.7301.7301.2.dta 1875815 1875815 0 0 137844 137844
FIT_HPPP_Bound_060622_04.7302.7302.2.dta 57715 57715 0 0 26643 26643
FIT_HPPP_Bound_060622_04.7304.7304.2.dta 61310 61310 0 0 1516 1516
FIT_HPPP_Bound_060622_04.7304.7304.3.dta 61310 61310 0 0 1516 1516
FIT_HPPP_Bound_060622_04.7305.7305.2.dta 59206 59206 0 0 14981 14981
FIT_HPPP_Bound_060622_04.7306.7306.2.dta 67644 67644 0 0 10138 10138
FIT_HPPP_Bound_060622_04.7308.7308.1.dta 172010 172010 0 0 29553 29553
FIT_HPPP_Bound_060622_04.7309.7309.2.dta 68197 68197 0 0 1277 1277
FIT_HPPP_Bound_060622_04.7309.7309.3.dta 68197 68197 0 0 1277 1277
FIT_HPPP_Bound_060622_04.7310.7310.2.dta 74873 74873 0 0 20142 20142
FIT_HPPP_Bound_060622_04.7312.7312.3.dta 771658 771658 0 0 291451 291451
FIT_HPPP_Bound_060622_04.7313.7313.1.dta 168616 168616 0 0 28728 28728
FIT_HPPP_Bound_060622_04.7314.7314.2.dta 65003 65003 0 0 13423 13423
FIT_HPPP_Bound_060622_04.7316.7316.3.dta 639989 639989 0 0 199160 199160
FIT_HPPP_Bound_060622_04.7317.7317.2.dta 95683 95683 0 0 16187 16187
FIT_HPPP_Bound_060622_04.7318.7318.2.dta 59336 59336 0 0 20696 20696
FIT_HPPP_Bound_060622_04.7320.7320.2.dta 73749 73749 0 0 16029 16029
FIT_HPPP_Bound_060622_04.7321.7321.2.dta 59957 59957 0 0 16656 16656
FIT_HPPP_Bound_060622_04.7322.7322.2.dta 58072 58072 0 0 2475 2475
FIT_HPPP_Bound_060622_04.7324.7324.2.dta 200881 200881 0 0 23117 23117
FIT_HPPP_Bound_060622_04.7324.7324.3.dta 200881 200881 0 0 23117 23117
FIT_HPPP_Bound_060622_04.7325.7325.1.dta 71731 71731 0 0 10934 10934
FIT_HPPP_Bound_060622_04.7326.7326.1.dta 8981338 8981338 0 0 101397 101397
FIT_HPPP_Bound_060622_04.7328.7328.2.dta 239384 239384 0 0 22412 22412
FIT_HPPP_Bound_060622_04.7328.7328.3.dta 239384 239384 0 0 22412 22412
FIT_HPPP_Bound_060622_04.7329.7329.1.dta 91327 91327 0 0 14202 14202
FIT_HPPP_Bound_060622_04.7330.7330.2.dta 1049716 1049716 0 0 206532 206532
FIT_HPPP_Bound_060622_04.7332.7332.1.dta 9891583 9891583 0 0 94933 94933
FIT_HPPP_Bound_060622_04.7333.7333.2.dta 11939 11939 0 0 195 195
FIT_HPPP_Bound_060622_04.7334.7334.2.dta 1531452 1531452 0 0 215294 215294
FIT_HPPP_Bound_060622_04.7336.7336.1.dta 70848 70848 0 0 6450 6450
FIT_HPPP_Bound_060622_04.7337.7337.2.dta 40716 40716 0 0 2794 2794
FIT_HPPP_Bound_060622_04.7338.7340.1.dta 114483 62649 0 0 35548 18155
FIT_HPPP_Bound_060622_04.7341.7341.2.dta 54289 54289 0 0 1908 1908
FIT_HPPP_Bound_060622_04.7341.7341.3.dta 54289 54289 0 0 1908 1908
FIT_HPPP_Bound_060622_04.7342.7342.2.dta 54398 54398 0 0 12293 12293
FIT_HPPP_Bound_060622_04.7344.7344.1.dta 65158 65158 0 0 6084 6084
FIT_HPPP_Bound_060622_04.7345.7345.2.dta 45025 45025 0 0 10955 10955
FIT_HPPP_Bound_060622_04.7346.7346.2.dta 37312 37312 0 0 2196 2196
FIT_HPPP_Bound_060622_04.7348.7348.2.dta 104876 104876 0 0 17229 17229
FIT_HPPP_Bound_060622_04.7349.7349.2.dta 40722 40722 0 0 19155 19155
FIT_HPPP_Bound_060622_04.7350.7350.2.dta 54841 54841 0 0 10735 10735
FIT_HPPP_Bound_060622_04.7352.7352.2.dta 99539 99539 0 0 8998 8998
FIT_HPPP_Bound_060622_04.7353.7353.1.dta 425470 425470 0 0 47632 47632
FIT_HPPP_Bound_060622_04.7354.7354.2.dta 65789 65789 0 0 14682 14682
FIT_HPPP_Bound_060622_04.7356.7356.1.dta 432406 432406 0 0 48558 48558
FIT_HPPP_Bound_060622_04.7357.7357.2.dta 50771 50771 0 0 15347 15347
FIT_HPPP_Bound_060622_04.7358.7358.2.dta 76932 76932 0 0 8119 8119
FIT_HPPP_Bound_060622_04.7358.7358.3.dta 76932 76932 0 0 8119 8119
FIT_HPPP_Bound_060622_04.7360.7360.2.dta 1557988 1557988 0 0 283433 283433
FIT_HPPP_Bound_060622_04.7361.7361.2.dta 62942 62942 0 0 16500 16500
FIT_HPPP_Bound_060622_04.7363.7363.2.dta 1440472 1440472 0 0 273874 273874
FIT_HPPP_Bound_060622_04.7364.7364.1.dta 117036 117036 0 0 8274 8274
FIT_HPPP_Bound_060622_04.7366.7366.2.dta 4746791 4746791 0 0 850720 850720
FIT_HPPP_Bound_060622_04.7367.7367.1.dta 546519 546519 0 0 95073 95073
FIT_HPPP_Bound_060622_04.7368.7368.2.dta 87339 87339 0 0 22507 22507
FIT_HPPP_Bound_060622_04.7370.7370.2.dta 3937073 3937073 0 0 1396374 1396374
FIT_HPPP_Bound_060622_04.7371.7371.1.dta 596190 596190 0 0 90991 90991
FIT_HPPP_Bound_060622_04.7372.7374.2.dta 94244 55934 0 0 45408 22884
FIT_HPPP_Bound_060622_04.7375.7375.2.dta 75897 75897 0 0 23636 23636
FIT_HPPP_Bound_060622_04.7376.7376.2.dta 1526280 1526280 0 0 337339 337339
