Datafile FullScanSumBP FullScanMaxBP ZoomScanSumBP ZoomScanMaxBP SumTIC MaxTIC
FIT_HPPP_Bound_060622_04.13552.13552.3.dta 48133 48133 0 0 11150 11150
FIT_HPPP_Bound_060622_04.13553.13553.3.dta 23218 23218 0 0 4442 4442
FIT_HPPP_Bound_060622_04.13554.13554.2.dta 25384 25384 0 0 10044 10044
FIT_HPPP_Bound_060622_04.13556.13560.2.dta 566316 198586 0 0 164165 63163
FIT_HPPP_Bound_060622_04.13558.13558.3.dta 41771 41771 0 0 4597 4597
FIT_HPPP_Bound_060622_04.13561.13561.3.dta 34542 34542 0 0 5470 5470
FIT_HPPP_Bound_060622_04.13562.13562.2.dta 24495 24495 0 0 10061 10061
FIT_HPPP_Bound_060622_04.13564.13564.2.dta 217710 217710 0 0 52269 52269
FIT_HPPP_Bound_060622_04.13565.13565.2.dta 34835 34835 0 0 4168 4168
FIT_HPPP_Bound_060622_04.13565.13565.3.dta 34835 34835 0 0 4168 4168
FIT_HPPP_Bound_060622_04.13566.13566.2.dta 36941 36941 0 0 5299 5299
FIT_HPPP_Bound_060622_04.13568.13568.2.dta 415747 415747 0 0 162069 162069
FIT_HPPP_Bound_060622_04.13569.13569.2.dta 56052 56052 0 0 4634 4634
FIT_HPPP_Bound_060622_04.13569.13569.3.dta 56052 56052 0 0 4634 4634
FIT_HPPP_Bound_060622_04.13570.13570.2.dta 41242 41242 0 0 5563 5563
FIT_HPPP_Bound_060622_04.13570.13570.3.dta 41242 41242 0 0 5563 5563
FIT_HPPP_Bound_060622_04.13572.13572.2.dta 67233 67233 0 0 3571 3571
FIT_HPPP_Bound_060622_04.13572.13572.3.dta 67233 67233 0 0 3571 3571
FIT_HPPP_Bound_060622_04.13573.13573.3.dta 36624 36624 0 0 5616 5616
FIT_HPPP_Bound_060622_04.13574.13574.2.dta 31148 31148 0 0 5714 5714
FIT_HPPP_Bound_060622_04.13576.13576.1.dta 38753 38753 0 0 7256 7256
FIT_HPPP_Bound_060622_04.13577.13577.3.dta 34578 34578 0 0 9885 9885
FIT_HPPP_Bound_060622_04.13578.13578.2.dta 83541 83541 0 0 20176 20176
FIT_HPPP_Bound_060622_04.13580.13580.3.dta 23021 23021 0 0 4192 4192
FIT_HPPP_Bound_060622_04.13581.13581.1.dta 44803 44803 0 0 9616 9616
FIT_HPPP_Bound_060622_04.13582.13582.2.dta 373213 373213 0 0 125229 125229
FIT_HPPP_Bound_060622_04.13584.13584.3.dta 16887 16887 0 0 4338 4338
FIT_HPPP_Bound_060622_04.13585.13585.2.dta 104473 104473 0 0 51260 51260
FIT_HPPP_Bound_060622_04.13586.13586.2.dta 28543 28543 0 0 8947 8947
FIT_HPPP_Bound_060622_04.13588.13588.1.dta 154523 154523 0 0 18178 18178
FIT_HPPP_Bound_060622_04.13589.13589.2.dta 24751 24751 0 0 11228 11228
FIT_HPPP_Bound_060622_04.13590.13590.2.dta 27418 27418 0 0 9530 9530
FIT_HPPP_Bound_060622_04.13592.13592.1.dta 183127 183127 0 0 18215 18215
FIT_HPPP_Bound_060622_04.13593.13593.3.dta 64401 64401 0 0 22807 22807
FIT_HPPP_Bound_060622_04.13594.13594.3.dta 35975 35975 0 0 33254 33254
FIT_HPPP_Bound_060622_04.13596.13596.2.dta 118853 118853 0 0 10735 10735
FIT_HPPP_Bound_060622_04.13597.13597.3.dta 69360 69360 0 0 21480 21480
FIT_HPPP_Bound_060622_04.13598.13598.2.dta 23540 23540 0 0 8395 8395
FIT_HPPP_Bound_060622_04.13600.13600.2.dta 869288 869288 0 0 155391 155391
FIT_HPPP_Bound_060622_04.13601.13601.1.dta 418023 418023 0 0 80280 80280
FIT_HPPP_Bound_060622_04.13603.13603.2.dta 768369 768369 0 0 138744 138744
FIT_HPPP_Bound_060622_04.13604.13604.2.dta 404753 404753 0 0 122825 122825
FIT_HPPP_Bound_060622_04.13605.13605.1.dta 402946 402946 0 0 77788 77788
FIT_HPPP_Bound_060622_04.13607.13607.2.dta 112742 112742 0 0 6648 6648
FIT_HPPP_Bound_060622_04.13608.13608.2.dta 89427 89427 0 0 10303 10303
FIT_HPPP_Bound_060622_04.13609.13609.1.dta 141314 141314 0 0 42592 42592
FIT_HPPP_Bound_060622_04.13611.13611.2.dta 111977 111977 0 0 6498 6498
FIT_HPPP_Bound_060622_04.13612.13612.2.dta 815933 815933 0 0 198351 198351
FIT_HPPP_Bound_060622_04.13613.13613.1.dta 201628 201628 0 0 49734 49734
FIT_HPPP_Bound_060622_04.13615.13615.1.dta 782527 782527 0 0 145999 145999
FIT_HPPP_Bound_060622_04.13616.13616.1.dta 0 0 0 0 43324 43324
FIT_HPPP_Bound_060622_04.13617.13617.2.dta 902213 902213 0 0 200690 200690
FIT_HPPP_Bound_060622_04.13619.13619.1.dta 853227 853227 0 0 165972 165972
FIT_HPPP_Bound_060622_04.13620.13621.1.dta 0 0 0 0 47687 30106
FIT_HPPP_Bound_060622_04.13623.13623.2.dta 99322 99322 0 0 15953 15953
FIT_HPPP_Bound_060622_04.13624.13624.1.dta 89054 89054 0 0 8916 8916
FIT_HPPP_Bound_060622_04.13625.13625.2.dta 550206 550206 0 0 73999 73999
FIT_HPPP_Bound_060622_04.13627.13627.2.dta 93473 93473 0 0 16528 16528
FIT_HPPP_Bound_060622_04.13628.13628.1.dta 70713 70713 0 0 9053 9053
FIT_HPPP_Bound_060622_04.13629.13629.2.dta 678978 678978 0 0 80537 80537
FIT_HPPP_Bound_060622_04.13631.13631.2.dta 73152 73152 0 0 3640 3640
FIT_HPPP_Bound_060622_04.13631.13631.3.dta 73152 73152 0 0 3640 3640
FIT_HPPP_Bound_060622_04.13632.13632.2.dta 62959 62959 0 0 10132 10132
FIT_HPPP_Bound_060622_04.13632.13632.3.dta 62959 62959 0 0 10132 10132
FIT_HPPP_Bound_060622_04.13633.13633.1.dta 49453 49453 0 0 9076 9076
FIT_HPPP_Bound_060622_04.13635.13635.2.dta 37697 37697 0 0 6790 6790
FIT_HPPP_Bound_060622_04.13636.13636.2.dta 42894 42894 0 0 3667 3667
FIT_HPPP_Bound_060622_04.13636.13636.3.dta 42894 42894 0 0 3667 3667
FIT_HPPP_Bound_060622_04.13637.13637.1.dta 42486 42486 0 0 10585 10585
FIT_HPPP_Bound_060622_04.13639.13639.1.dta 50176 50176 0 0 1650 1650
FIT_HPPP_Bound_060622_04.13640.13640.2.dta 44051 44051 0 0 6128 6128
FIT_HPPP_Bound_060622_04.13641.13641.3.dta 31140 31140 0 0 10083 10083
FIT_HPPP_Bound_060622_04.13643.13643.1.dta 46525 46525 0 0 1240 1240
FIT_HPPP_Bound_060622_04.13644.13644.2.dta 24555 24555 0 0 6732 6732
FIT_HPPP_Bound_060622_04.13645.13645.1.dta 53825 53825 0 0 15731 15731
FIT_HPPP_Bound_060622_04.13647.13647.1.dta 34928 34928 0 0 6978 6978
FIT_HPPP_Bound_060622_04.13648.13648.2.dta 25607 25607 0 0 11017 11017
FIT_HPPP_Bound_060622_04.13649.13649.1.dta 21409 21409 0 0 5315 5315
FIT_HPPP_Bound_060622_04.13651.13652.1.dta 320136 160068 0 0 10519 6519
FIT_HPPP_Bound_060622_04.13653.13653.2.dta 41578 41578 0 0 7376 7376
FIT_HPPP_Bound_060622_04.13653.13653.3.dta 41578 41578 0 0 7376 7376
FIT_HPPP_Bound_060622_04.13655.13655.3.dta 92766 92766 0 0 42999 42999
FIT_HPPP_Bound_060622_04.13656.13656.2.dta 29779 29779 0 0 14986 14986
FIT_HPPP_Bound_060622_04.13657.13657.1.dta 67324 67324 0 0 19607 19607
FIT_HPPP_Bound_060622_04.13659.13659.3.dta 92684 92684 0 0 40266 40266
FIT_HPPP_Bound_060622_04.13660.13660.2.dta 40304 40304 0 0 14537 14537
FIT_HPPP_Bound_060622_04.13661.13661.2.dta 21215 21215 0 0 5945 5945
FIT_HPPP_Bound_060622_04.13661.13661.3.dta 21215 21215 0 0 5945 5945
FIT_HPPP_Bound_060622_04.13663.13663.2.dta 135010 135010 0 0 17407 17407
FIT_HPPP_Bound_060622_04.13664.13664.1.dta 83006 83006 0 0 9393 9393
FIT_HPPP_Bound_060622_04.13665.13665.2.dta 20666 20666 0 0 5040 5040
FIT_HPPP_Bound_060622_04.13665.13665.3.dta 20666 20666 0 0 5040 5040
FIT_HPPP_Bound_060622_04.13667.13667.1.dta 76251 76251 0 0 9386 9386
FIT_HPPP_Bound_060622_04.13668.13668.2.dta 22586 22586 0 0 9073 9073
FIT_HPPP_Bound_060622_04.13669.13669.2.dta 26257 26257 0 0 4941 4941
FIT_HPPP_Bound_060622_04.13671.13671.3.dta 25243 25243 0 0 6749 6749
FIT_HPPP_Bound_060622_04.13672.13672.2.dta 183281 183281 0 0 20585 20585
FIT_HPPP_Bound_060622_04.13673.13673.2.dta 25872 25872 0 0 3681 3681
FIT_HPPP_Bound_060622_04.13675.13675.3.dta 39837 39837 0 0 8114 8114
FIT_HPPP_Bound_060622_04.13676.13676.3.dta 26306 26306 0 0 7137 7137
FIT_HPPP_Bound_060622_04.13677.13677.2.dta 24624 24624 0 0 3391 3391
FIT_HPPP_Bound_060622_04.13679.13679.1.dta 501085 501085 0 0 28782 28782
FIT_HPPP_Bound_060622_04.13680.13680.3.dta 18480 18480 0 0 10235 10235
FIT_HPPP_Bound_060622_04.13681.13681.3.dta 17553 17553 0 0 10556 10556
FIT_HPPP_Bound_060622_04.13683.13684.1.dta 476963 238482 0 0 81726 55990
FIT_HPPP_Bound_060622_04.13685.13687.1.dta 133002 82784 0 0 14392 7246
FIT_HPPP_Bound_060622_04.13688.13688.1.dta 540060 540060 0 0 24418 24418
FIT_HPPP_Bound_060622_04.13689.13691.3.dta 85472 47878 0 0 7767 4161
FIT_HPPP_Bound_060622_04.13692.13692.2.dta 30959 30959 0 0 12938 12938
FIT_HPPP_Bound_060622_04.13693.13693.3.dta 13409 13409 0 0 9002 9002
FIT_HPPP_Bound_060622_04.13695.13695.2.dta 16994 16994 0 0 13937 13937
FIT_HPPP_Bound_060622_04.13696.13696.3.dta 26548 26548 0 0 7199 7199
FIT_HPPP_Bound_060622_04.13697.13697.2.dta 22455 22455 0 0 8748 8748
FIT_HPPP_Bound_060622_04.13699.13699.3.dta 19892 19892 0 0 3384 3384
FIT_HPPP_Bound_060622_04.13700.13700.2.dta 15207 15207 0 0 381 381
FIT_HPPP_Bound_060622_04.13701.13701.2.dta 19432 19432 0 0 1984 1984
FIT_HPPP_Bound_060622_04.13701.13701.3.dta 19432 19432 0 0 1984 1984
FIT_HPPP_Bound_060622_04.13703.13705.1.dta 960331 320110 0 0 79544 40504
FIT_HPPP_Bound_060622_04.13707.13707.2.dta 27897 27897 0 0 10937 10937
FIT_HPPP_Bound_060622_04.13708.13708.2.dta 26922 26922 0 0 7862 7862
FIT_HPPP_Bound_060622_04.13709.13709.2.dta 24840 24840 0 0 6227 6227
FIT_HPPP_Bound_060622_04.13711.13711.1.dta 17244 17244 0 0 1968 1968
FIT_HPPP_Bound_060622_04.13712.13712.2.dta 15939 15939 0 0 3255 3255
FIT_HPPP_Bound_060622_04.13713.13713.2.dta 24198 24198 0 0 6222 6222
FIT_HPPP_Bound_060622_04.13713.13713.3.dta 24198 24198 0 0 6222 6222
FIT_HPPP_Bound_060622_04.13715.13715.3.dta 28665 28665 0 0 7017 7017
FIT_HPPP_Bound_060622_04.13716.13716.2.dta 25968 25968 0 0 11529 11529
FIT_HPPP_Bound_060622_04.13717.13717.2.dta 26720 26720 0 0 6651 6651
FIT_HPPP_Bound_060622_04.13719.13719.2.dta 31044 31044 0 0 15458 15458
FIT_HPPP_Bound_060622_04.13720.13720.3.dta 28132 28132 0 0 8301 8301
FIT_HPPP_Bound_060622_04.13721.13721.3.dta 24151 24151 0 0 15106 15106
FIT_HPPP_Bound_060622_04.13723.13723.2.dta 21746 21746 0 0 14516 14516
FIT_HPPP_Bound_060622_04.13724.13724.3.dta 22728 22728 0 0 15204 15204
FIT_HPPP_Bound_060622_04.13725.13725.3.dta 14975 14975 0 0 8316 8316
FIT_HPPP_Bound_060622_04.13727.13727.1.dta 877370 877370 0 0 51215 51215
FIT_HPPP_Bound_060622_04.13728.13728.2.dta 10365 10365 0 0 247 247
FIT_HPPP_Bound_060622_04.13729.13729.1.dta 877370 877370 0 0 19328 19328
FIT_HPPP_Bound_060622_04.13731.13731.2.dta 12220 12220 0 0 7313 7313
FIT_HPPP_Bound_060622_04.13732.13732.2.dta 18624 18624 0 0 9118 9118
FIT_HPPP_Bound_060622_04.13733.13733.3.dta 22559 22559 0 0 7174 7174
FIT_HPPP_Bound_060622_04.13735.13735.2.dta 14738 14738 0 0 7758 7758
FIT_HPPP_Bound_060622_04.13735.13735.3.dta 14738 14738 0 0 7758 7758
FIT_HPPP_Bound_060622_04.13736.13736.2.dta 13561 13561 0 0 241 241
FIT_HPPP_Bound_060622_04.13737.13737.2.dta 23562 23562 0 0 7002 7002
FIT_HPPP_Bound_060622_04.13739.13739.2.dta 30917 30917 0 0 10219 10219
FIT_HPPP_Bound_060622_04.13740.13740.2.dta 20723 20723 0 0 14297 14297
FIT_HPPP_Bound_060622_04.13741.13741.2.dta 15429 15429 0 0 8583 8583
FIT_HPPP_Bound_060622_04.13743.13743.2.dta 38910 38910 0 0 14727 14727
FIT_HPPP_Bound_060622_04.13744.13744.2.dta 26201 26201 0 0 5365 5365
FIT_HPPP_Bound_060622_04.13744.13744.3.dta 26201 26201 0 0 5365 5365
FIT_HPPP_Bound_060622_04.13745.13745.2.dta 27179 27179 0 0 4769 4769
FIT_HPPP_Bound_060622_04.13747.13747.2.dta 27656 27656 0 0 11977 11977
FIT_HPPP_Bound_060622_04.13748.13748.1.dta 18816 18816 0 0 1408 1408
FIT_HPPP_Bound_060622_04.13749.13749.2.dta 8259 8259 0 0 2198 2198
FIT_HPPP_Bound_060622_04.13749.13749.3.dta 8259 8259 0 0 2198 2198
FIT_HPPP_Bound_060622_04.13751.13751.2.dta 26404 26404 0 0 5539 5539
FIT_HPPP_Bound_060622_04.13752.13752.3.dta 23282 23282 0 0 10607 10607
FIT_HPPP_Bound_060622_04.13753.13753.2.dta 18058 18058 0 0 5457 5457
FIT_HPPP_Bound_060622_04.13753.13753.3.dta 18058 18058 0 0 5457 5457
FIT_HPPP_Bound_060622_04.13755.13755.2.dta 19060 19060 0 0 7387 7387
FIT_HPPP_Bound_060622_04.13755.13755.3.dta 19060 19060 0 0 7387 7387
FIT_HPPP_Bound_060622_04.13756.13756.2.dta 10715 10715 0 0 8266 8266
FIT_HPPP_Bound_060622_04.13757.13757.2.dta 21280 21280 0 0 5547 5547
FIT_HPPP_Bound_060622_04.13759.13759.2.dta 34196 34196 0 0 8394 8394
FIT_HPPP_Bound_060622_04.13760.13760.2.dta 15458 15458 0 0 234 234
FIT_HPPP_Bound_060622_04.13761.13761.2.dta 9013 9013 0 0 10155 10155
FIT_HPPP_Bound_060622_04.13763.13763.2.dta 21319 21319 0 0 11157 11157
FIT_HPPP_Bound_060622_04.13764.13764.3.dta 17699 17699 0 0 15349 15349
FIT_HPPP_Bound_060622_04.13765.13765.1.dta 6117 6117 0 0 10339 10339
FIT_HPPP_Bound_060622_04.13767.13767.3.dta 19278 19278 0 0 5910 5910
FIT_HPPP_Bound_060622_04.13768.13768.3.dta 18606 18606 0 0 5854 5854
FIT_HPPP_Bound_060622_04.13769.13769.2.dta 13530 13530 0 0 7399 7399
FIT_HPPP_Bound_060622_04.13771.13771.2.dta 33573 33573 0 0 359 359
FIT_HPPP_Bound_060622_04.13772.13772.2.dta 14328 14328 0 0 338 338
FIT_HPPP_Bound_060622_04.13773.13773.2.dta 11798 11798 0 0 8622 8622
FIT_HPPP_Bound_060622_04.13775.13775.3.dta 18593 18593 0 0 3083 3083
FIT_HPPP_Bound_060622_04.13776.13776.3.dta 17761 17761 0 0 2913 2913
FIT_HPPP_Bound_060622_04.13777.13777.2.dta 32677 32677 0 0 21965 21965
FIT_HPPP_Bound_060622_04.13779.13779.3.dta 28938 28938 0 0 11168 11168
FIT_HPPP_Bound_060622_04.13780.13780.3.dta 29882 29882 0 0 6399 6399
FIT_HPPP_Bound_060622_04.13781.13781.3.dta 18159 18159 0 0 2935 2935
FIT_HPPP_Bound_060622_04.13783.13783.2.dta 163199 163199 0 0 55440 55440
FIT_HPPP_Bound_060622_04.13784.13784.3.dta 30340 30340 0 0 5734 5734
FIT_HPPP_Bound_060622_04.13785.13785.3.dta 31151 31151 0 0 2670 2670
FIT_HPPP_Bound_060622_04.13787.13787.2.dta 171040 171040 0 0 64551 64551
FIT_HPPP_Bound_060622_04.13788.13788.3.dta 21512 21512 0 0 11054 11054
FIT_HPPP_Bound_060622_04.13789.13789.3.dta 28772 28772 0 0 6063 6063
FIT_HPPP_Bound_060622_04.13791.13791.2.dta 197657 197657 0 0 51925 51925
FIT_HPPP_Bound_060622_04.13792.13792.2.dta 28179 28179 0 0 8899 8899
FIT_HPPP_Bound_060622_04.13792.13792.3.dta 28179 28179 0 0 8899 8899
FIT_HPPP_Bound_060622_04.13793.13793.3.dta 24163 24163 0 0 2994 2994
FIT_HPPP_Bound_060622_04.13795.13795.2.dta 175236 175236 0 0 52694 52694
FIT_HPPP_Bound_060622_04.13796.13796.1.dta 39597 39597 0 0 8883 8883
FIT_HPPP_Bound_060622_04.13797.13797.3.dta 28272 28272 0 0 6709 6709
FIT_HPPP_Bound_060622_04.13799.13799.2.dta 51463 51463 0 0 2669 2669
FIT_HPPP_Bound_060622_04.13799.13799.3.dta 51463 51463 0 0 2669 2669
FIT_HPPP_Bound_060622_04.13800.13800.2.dta 16170 16170 0 0 10050 10050
FIT_HPPP_Bound_060622_04.13801.13801.4.dta 24140 24140 0 0 8596 8596
FIT_HPPP_Bound_060622_04.13803.13803.2.dta 62449 62449 0 0 2330 2330
FIT_HPPP_Bound_060622_04.13803.13803.3.dta 62449 62449 0 0 2330 2330
FIT_HPPP_Bound_060622_04.13804.13804.3.dta 24264 24264 0 0 3674 3674
FIT_HPPP_Bound_060622_04.13805.13805.3.dta 40869 40869 0 0 12536 12536
FIT_HPPP_Bound_060622_04.13807.13807.3.dta 20238 20238 0 0 3954 3954
FIT_HPPP_Bound_060622_04.13808.13808.2.dta 38745 38745 0 0 3217 3217
FIT_HPPP_Bound_060622_04.13809.13809.3.dta 24771 24771 0 0 3380 3380
FIT_HPPP_Bound_060622_04.13811.13811.2.dta 55460 55460 0 0 3528 3528
FIT_HPPP_Bound_060622_04.13812.13812.2.dta 437297 437297 0 0 136645 136645
FIT_HPPP_Bound_060622_04.13813.13813.2.dta 40404 40404 0 0 5298 5298
FIT_HPPP_Bound_060622_04.13813.13813.3.dta 40404 40404 0 0 5298 5298
FIT_HPPP_Bound_060622_04.13815.13815.2.dta 469977 469977 0 0 177134 177134
FIT_HPPP_Bound_060622_04.13816.13816.2.dta 49492 49492 0 0 20625 20625
FIT_HPPP_Bound_060622_04.13817.13817.2.dta 47382 47382 0 0 8677 8677
FIT_HPPP_Bound_060622_04.13819.13819.1.dta 142383 142383 0 0 17737 17737
FIT_HPPP_Bound_060622_04.13820.13820.3.dta 61921 61921 0 0 5843 5843
FIT_HPPP_Bound_060622_04.13821.13821.2.dta 56852 56852 0 0 23754 23754
FIT_HPPP_Bound_060622_04.13823.13823.1.dta 159988 159988 0 0 19582 19582
FIT_HPPP_Bound_060622_04.13824.13824.3.dta 105932 105932 0 0 30276 30276
FIT_HPPP_Bound_060622_04.13825.13825.4.dta 66885 66885 0 0 6014 6014
FIT_HPPP_Bound_060622_04.13827.13827.3.dta 101296 101296 0 0 13350 13350
FIT_HPPP_Bound_060622_04.13828.13828.3.dta 58935 58935 0 0 32764 32764
FIT_HPPP_Bound_060622_04.13829.13829.2.dta 162169 162169 0 0 45285 45285
FIT_HPPP_Bound_060622_04.13831.13831.2.dta 878360 878360 0 0 158527 158527
FIT_HPPP_Bound_060622_04.13832.13832.2.dta 471986 471986 0 0 136191 136191
FIT_HPPP_Bound_060622_04.13833.13833.1.dta 517312 517312 0 0 70785 70785
FIT_HPPP_Bound_060622_04.13835.13835.2.dta 998712 998712 0 0 117022 117022
FIT_HPPP_Bound_060622_04.13836.13836.2.dta 536084 536084 0 0 118767 118767
FIT_HPPP_Bound_060622_04.13837.13837.1.dta 549448 549448 0 0 73285 73285
FIT_HPPP_Bound_060622_04.13839.13839.3.dta 177703 177703 0 0 19611 19611
FIT_HPPP_Bound_060622_04.13840.13840.2.dta 180686 180686 0 0 9185 9185
FIT_HPPP_Bound_060622_04.13841.13841.3.dta 76243 76243 0 0 4630 4630
FIT_HPPP_Bound_060622_04.13843.13843.2.dta 134920 134920 0 0 30334 30334
FIT_HPPP_Bound_060622_04.13844.13844.3.dta 75195 75195 0 0 4137 4137
FIT_HPPP_Bound_060622_04.13845.13845.4.dta 80967 80967 0 0 6907 6907
FIT_HPPP_Bound_060622_04.13847.13848.1.dta 1752500 876250 0 0 254317 163797
FIT_HPPP_Bound_060622_04.13849.13849.1.dta 0 0 0 0 39201 39201
FIT_HPPP_Bound_060622_04.13851.13851.4.dta 98916 98916 0 0 31487 31487
FIT_HPPP_Bound_060622_04.13852.13852.1.dta 0 0 0 0 38730 38730
FIT_HPPP_Bound_060622_04.13853.13853.1.dta 353029 353029 0 0 77769 77769
FIT_HPPP_Bound_060622_04.13855.13855.2.dta 1029117 1029117 0 0 182175 182175
FIT_HPPP_Bound_060622_04.13856.13856.4.dta 93961 93961 0 0 37909 37909
FIT_HPPP_Bound_060622_04.13858.13858.2.dta 359543 359543 0 0 108834 108834
FIT_HPPP_Bound_060622_04.13859.13859.2.dta 858398 858398 0 0 153174 153174
FIT_HPPP_Bound_060622_04.13860.13860.1.dta 192547 192547 0 0 43718 43718
FIT_HPPP_Bound_060622_04.13862.13862.2.dta 433259 433259 0 0 153646 153646
FIT_HPPP_Bound_060622_04.13863.13863.3.dta 69811 69811 0 0 118922 118922
FIT_HPPP_Bound_060622_04.13864.13864.1.dta 215637 215637 0 0 46928 46928
FIT_HPPP_Bound_060622_04.13866.13866.3.dta 103178 103178 0 0 117114 117114
FIT_HPPP_Bound_060622_04.13867.13867.1.dta 68238 68238 0 0 8539 8539
FIT_HPPP_Bound_060622_04.13868.13868.1.dta 68462 68462 0 0 10587 10587
FIT_HPPP_Bound_060622_04.13870.13870.1.dta 78069 78069 0 0 8242 8242
FIT_HPPP_Bound_060622_04.13871.13871.1.dta 66332 66332 0 0 11127 11127
FIT_HPPP_Bound_060622_04.13872.13872.2.dta 65348 65348 0 0 3652 3652
FIT_HPPP_Bound_060622_04.13872.13872.3.dta 65348 65348 0 0 3652 3652
FIT_HPPP_Bound_060622_04.13874.13874.1.dta 89749 89749 0 0 14645 14645
FIT_HPPP_Bound_060622_04.13875.13875.2.dta 43816 43816 0 0 19417 19417
FIT_HPPP_Bound_060622_04.13876.13876.2.dta 34550 34550 0 0 16247 16247
FIT_HPPP_Bound_060622_04.13878.13878.1.dta 347926 347926 0 0 41615 41615
FIT_HPPP_Bound_060622_04.13879.13879.2.dta 147852 147852 0 0 23406 23406
FIT_HPPP_Bound_060622_04.13880.13880.1.dta 210609 210609 0 0 8236 8236
FIT_HPPP_Bound_060622_04.13882.13882.2.dta 383752 383752 0 0 31293 31293
FIT_HPPP_Bound_060622_04.13883.13883.1.dta 969013 969013 0 0 197272 197272
FIT_HPPP_Bound_060622_04.13884.13884.2.dta 106588 106588 0 0 25382 25382
FIT_HPPP_Bound_060622_04.13886.13887.1.dta 5429454 2714727 0 0 598013 318677
FIT_HPPP_Bound_060622_04.13888.13888.1.dta 135716 135716 0 0 13224 13224
FIT_HPPP_Bound_060622_04.13890.13890.2.dta 1434997 1434997 0 0 257245 257245
FIT_HPPP_Bound_060622_04.13891.13891.2.dta 94698 94698 0 0 38267 38267
FIT_HPPP_Bound_060622_04.13892.13892.2.dta 69309 69309 0 0 8917 8917
FIT_HPPP_Bound_060622_04.13894.13894.2.dta 461855 461855 0 0 21338 21338
FIT_HPPP_Bound_060622_04.13895.13895.2.dta 2964784 2964784 0 0 552387 552387
FIT_HPPP_Bound_060622_04.13896.13896.2.dta 87658 87658 0 0 20430 20430
FIT_HPPP_Bound_060622_04.13898.13898.2.dta 203706 203706 0 0 52739 52739
FIT_HPPP_Bound_060622_04.13899.13899.1.dta 139797 139797 0 0 2574 2574
FIT_HPPP_Bound_060622_04.13901.13901.2.dta 345420 345420 0 0 42052 42052
FIT_HPPP_Bound_060622_04.13902.13902.1.dta 229514 229514 0 0 9264 9264
FIT_HPPP_Bound_060622_04.13903.13903.1.dta 224738 224738 0 0 2390 2390
FIT_HPPP_Bound_060622_04.13905.13905.1.dta 265913 265913 0 0 11386 11386
FIT_HPPP_Bound_060622_04.13906.13906.2.dta 188751 188751 0 0 252 252
FIT_HPPP_Bound_060622_04.13906.13906.3.dta 188751 188751 0 0 252 252
FIT_HPPP_Bound_060622_04.13907.13909.1.dta 507040 318211 0 0 4780 2470
FIT_HPPP_Bound_060622_04.13910.13910.2.dta 207887 207887 0 0 464 464
FIT_HPPP_Bound_060622_04.13910.13910.3.dta 207887 207887 0 0 464 464
FIT_HPPP_Bound_060622_04.13911.13911.1.dta 229525 229525 0 0 5132 5132
FIT_HPPP_Bound_060622_04.13913.13913.1.dta 234779 234779 0 0 269 269
FIT_HPPP_Bound_060622_04.13914.13914.1.dta 201660 201660 0 0 5129 5129
FIT_HPPP_Bound_060622_04.13915.13915.1.dta 175080 175080 0 0 59520 59520
FIT_HPPP_Bound_060622_04.13917.13917.1.dta 273359 273359 0 0 309 309
FIT_HPPP_Bound_060622_04.13918.13918.2.dta 147191 147191 0 0 236 236
FIT_HPPP_Bound_060622_04.13919.13919.1.dta 166674 166674 0 0 55514 55514
FIT_HPPP_Bound_060622_04.13921.13921.1.dta 231618 231618 0 0 8542 8542
FIT_HPPP_Bound_060622_04.13922.13922.2.dta 51693 51693 0 0 154 154
FIT_HPPP_Bound_060622_04.13923.13923.1.dta 117475 117475 0 0 11219 11219
FIT_HPPP_Bound_060622_04.13925.13925.2.dta 180526 180526 0 0 1164 1164
FIT_HPPP_Bound_060622_04.13925.13925.3.dta 180526 180526 0 0 1164 1164
FIT_HPPP_Bound_060622_04.13926.13926.3.dta 64535 64535 0 0 618 618
FIT_HPPP_Bound_060622_04.13927.13927.1.dta 154971 154971 0 0 10111 10111
FIT_HPPP_Bound_060622_04.13929.13929.3.dta 122737 122737 0 0 594 594
FIT_HPPP_Bound_060622_04.13930.13930.1.dta 143968 143968 0 0 10671 10671
FIT_HPPP_Bound_060622_04.13931.13931.2.dta 556144 556144 0 0 106763 106763
FIT_HPPP_Bound_060622_04.13933.13933.1.dta 151476 151476 0 0 5957 5957
FIT_HPPP_Bound_060622_04.13934.13934.2.dta 587350 587350 0 0 108360 108360
FIT_HPPP_Bound_060622_04.13935.13935.3.dta 122679 122679 0 0 12122 12122
FIT_HPPP_Bound_060622_04.13937.13937.3.dta 128639 128639 0 0 17147 17147
FIT_HPPP_Bound_060622_04.13938.13938.3.dta 80267 80267 0 0 8524 8524
FIT_HPPP_Bound_060622_04.13939.13941.1.dta 659259 354375 0 0 16104 9903
FIT_HPPP_Bound_060622_04.13942.13942.3.dta 166577 166577 0 0 20528 20528
FIT_HPPP_Bound_060622_04.13943.13943.2.dta 183435 183435 0 0 3397 3397
FIT_HPPP_Bound_060622_04.13943.13943.3.dta 183435 183435 0 0 3397 3397
FIT_HPPP_Bound_060622_04.13945.13945.3.dta 157075 157075 0 0 20630 20630
FIT_HPPP_Bound_060622_04.13946.13946.3.dta 140434 140434 0 0 681 681
FIT_HPPP_Bound_060622_04.13947.13947.2.dta 113495 113495 0 0 58873 58873
