Peptide Name	Heavy Labeled		Precursor m/z	Q1 Resolution	Product ion m/z	Q3 Resolution	Fragmentor	Collision energy	RT	Delta RT	MS polarity
Acadvl-1_light	FALSE	FALSE	482.9	Unit	405.72	Unit	100	13	24	20	Positive
Pdha1-2_heavy	TRUE	FALSE	477.29	Unit	769.44	Unit	148	13	56	20	Positive
Pdha1-2_heavy	TRUE	FALSE	477.29	Unit	656.36	Unit	148	13	56	20	Positive
Pdha1-2_heavy	TRUE	FALSE	477.29	Unit	585.32	Unit	148	13	56	20	Positive
Pdha1-2_light	FALSE	FALSE	472.29	Unit	759.44	Unit	148	13	56	20	Positive
Pdha1-2_light	FALSE	FALSE	472.29	Unit	646.36	Unit	148	13	56	20	Positive
Pdha1-2_light	FALSE	FALSE	472.29	Unit	575.32	Unit	148	13	56	20	Positive
Pfkm-1_heavy	TRUE	FALSE	477.27	Unit	601.34	Unit	100	9	61.5	20	Positive
Pfkm-1_heavy	TRUE	FALSE	477.27	Unit	537.31	Unit	100	9	61.5	20	Positive
Pfkm-1_heavy	TRUE	FALSE	477.27	Unit	487.78	Unit	100	9	61.5	20	Positive
Pfkm-1_light	FALSE	FALSE	474.6	Unit	597.34	Unit	100	9	61.5	20	Positive
Pfkm-1_light	FALSE	FALSE	474.6	Unit	533.31	Unit	100	9	61.5	20	Positive
Pfkm-1_light	FALSE	FALSE	474.6	Unit	483.78	Unit	100	9	61.5	20	Positive
Pck2-1_heavy	TRUE	FALSE	469.72	Unit	752.35	Unit	100	13	24	20	Positive
Pck2-1_heavy	TRUE	FALSE	469.72	Unit	655.3	Unit	100	13	24	20	Positive
Pck2-1_heavy	TRUE	FALSE	469.72	Unit	381.22	Unit	100	21	24	20	Positive
Pck2-1_light	FALSE	FALSE	465.72	Unit	744.35	Unit	100	13	24	20	Positive
Pck2-1_light	FALSE	FALSE	465.72	Unit	647.3	Unit	100	13	24	20	Positive
Pck2-1_light	FALSE	FALSE	465.72	Unit	373.22	Unit	100	21	24	20	Positive
Mdh2-1_heavy	TRUE	FALSE	312.83	Unit	643.33	Unit	100	33	27	30	Positive
Mdh2-1_heavy	TRUE	FALSE	312.83	Unit	366.22	Unit	100	9	27	30	Positive
Mdh2-1_heavy	TRUE	FALSE	312.83	Unit	269.17	Unit	100	9	27	30	Positive
Mdh2-1_light	FALSE	FALSE	310.16	Unit	635.33	Unit	100	33	27	30	Positive
Mdh2-1_light	FALSE	FALSE	310.16	Unit	358.22	Unit	100	9	27	30	Positive
Mdh2-1_light	FALSE	FALSE	310.16	Unit	261.17	Unit	100	9	27	30	Positive
Adh5-1_heavy	TRUE	FALSE	464.27	Unit	830.48	Unit	132	17	39	20	Positive
Adh5-1_heavy	TRUE	FALSE	464.27	Unit	683.41	Unit	132	13	39	20	Positive
Adh5-1_heavy	TRUE	FALSE	464.27	Unit	555.35	Unit	132	13	39	20	Positive
Adh5-1_light	FALSE	FALSE	459.27	Unit	820.48	Unit	132	17	39	20	Positive
Adh5-1_light	FALSE	FALSE	459.27	Unit	673.41	Unit	132	13	39	20	Positive
Adh5-1_light	FALSE	FALSE	459.27	Unit	545.35	Unit	132	13	39	20	Positive
Aldoa-1_heavy	TRUE	FALSE	462.58	Unit	723.41	Unit	132	9	30.5	20	Positive
Aldoa-1_heavy	TRUE	FALSE	462.58	Unit	610.33	Unit	132	9	30.5	20	Positive
Aldoa-1_heavy	TRUE	FALSE	462.58	Unit	509.28	Unit	132	9	30.5	20	Positive
Aldoa-1_light	FALSE	FALSE	459.91	Unit	715.41	Unit	132	9	30.5	20	Positive
Aldoa-1_light	FALSE	FALSE	459.91	Unit	602.33	Unit	132	9	30.5	20	Positive
Aldoa-1_light	FALSE	FALSE	459.91	Unit	501.28	Unit	132	9	30.5	20	Positive
Ldha-1_heavy	TRUE	FALSE	462.3	Unit	711.44	Unit	116	9	40	20	Positive
Ldha-1_heavy	TRUE	FALSE	462.3	Unit	598.36	Unit	116	13	40	20	Positive
Ldha-1_heavy	TRUE	FALSE	462.3	Unit	485.27	Unit	116	13	40	20	Positive
Ldha-1_light	FALSE	FALSE	457.3	Unit	701.44	Unit	116	9	40	20	Positive
Ldha-1_light	FALSE	FALSE	457.3	Unit	588.36	Unit	116	13	40	20	Positive
Ldha-1_light	FALSE	FALSE	457.3	Unit	475.27	Unit	116	13	40	20	Positive
Pgam2-1_heavy	TRUE	FALSE	460.55	Unit	670.31	Unit	100	9	28.5	20	Positive
Pgam2-1_heavy	TRUE	FALSE	460.55	Unit	556.27	Unit	100	9	28.5	20	Positive
Pgam2-1_heavy	TRUE	FALSE	460.55	Unit	428.21	Unit	100	9	28.5	20	Positive
Pgam2-1_light	FALSE	FALSE	457.22	Unit	660.31	Unit	100	9	28.5	20	Positive
Pgam2-1_light	FALSE	FALSE	457.22	Unit	546.27	Unit	100	9	28.5	20	Positive
Pgam2-1_light	FALSE	FALSE	457.22	Unit	423.21	Unit	100	9	28.5	20	Positive
Pgam1-2_heavy	TRUE	FALSE	441.54	Unit	655.34	Unit	100	9	32	20	Positive
Pgam1-2_heavy	TRUE	FALSE	441.54	Unit	541.3	Unit	100	9	32	20	Positive
Pgam1-2_heavy	TRUE	FALSE	441.54	Unit	428.21	Unit	100	9	32	20	Positive
Pgam1-2_light	FALSE	FALSE	438.21	Unit	645.34	Unit	100	9	32	20	Positive
Pgam1-2_light	FALSE	FALSE	438.21	Unit	531.3	Unit	100	9	32	20	Positive
Pgam1-2_light	FALSE	FALSE	438.21	Unit	418.21	Unit	100	9	32	20	Positive
Dlat-2_heavy	TRUE	FALSE	441.26	Unit	711.41	Unit	100	9	36	20	Positive
Dlat-2_heavy	TRUE	FALSE	441.26	Unit	596.39	Unit	100	9	36	20	Positive
Dlat-2_heavy	TRUE	FALSE	441.26	Unit	483.3	Unit	100	9	36	20	Positive
Dlat-2_light	FALSE	FALSE	437.26	Unit	703.41	Unit	100	9	36	20	Positive
Dlat-2_light	FALSE	FALSE	437.26	Unit	588.39	Unit	100	9	36	20	Positive
Dlat-2_light	FALSE	FALSE	437.26	Unit	475.3	Unit	100	9	36	20	Positive
Echs1-1_heavy	TRUE	FALSE	441.23	Unit	587.8	Unit	132	9	40	20	Positive
Echs1-1_heavy	TRUE	FALSE	441.23	Unit	536.32	Unit	132	21	40	20	Positive
Echs1-1_heavy	TRUE	FALSE	441.23	Unit	531.26	Unit	132	9	40	20	Positive
Echs1-1_light	FALSE	FALSE	437.9	Unit	582.8	Unit	132	9	40	20	Positive
Echs1-1_light	FALSE	FALSE	437.9	Unit	526.32	Unit	132	21	40	20	Positive
Echs1-1_light	FALSE	FALSE	437.9	Unit	526.26	Unit	132	9	40	20	Positive
Acadl-1_heavy	TRUE	FALSE	423.91	Unit	861.5	Unit	100	13	20	20	Positive
Acadl-1_heavy	TRUE	FALSE	423.91	Unit	584.84	Unit	100	9	20	20	Positive
Acadl-1_heavy	TRUE	FALSE	423.91	Unit	535.3	Unit	100	9	20	20	Positive
Acadl-1_light	FALSE	FALSE	421.24	Unit	853.5	Unit	100	13	20	20	Positive
Acadl-1_light	FALSE	FALSE	421.24	Unit	580.84	Unit	100	9	20	20	Positive
Acadl-1_light	FALSE	FALSE	421.24	Unit	531.3	Unit	100	9	20	20	Positive
Suclg1-1_heavy	TRUE	FALSE	411.58	Unit	616.36	Unit	100	9	62.5	20	Positive
Suclg1-1_heavy	TRUE	FALSE	411.58	Unit	469.29	Unit	100	9	62.5	20	Positive
Suclg1-1_heavy	TRUE	FALSE	411.58	Unit	406.74	Unit	100	9	62.5	20	Positive
Suclg1-1_light	FALSE	FALSE	408.91	Unit	608.36	Unit	100	9	62.5	20	Positive
Suclg1-1_light	FALSE	FALSE	408.91	Unit	461.29	Unit	100	9	62.5	20	Positive
Suclg1-1_light	FALSE	FALSE	408.91	Unit	402.74	Unit	100	9	62.5	20	Positive
Pklr-2_heavy	TRUE	FALSE	405.76	Unit	668.43	Unit	116	9	22.5	20	Positive
Pklr-2_heavy	TRUE	FALSE	405.76	Unit	569.37	Unit	116	9	22.5	20	Positive
Pklr-2_heavy	TRUE	FALSE	405.76	Unit	456.28	Unit	116	9	22.5	20	Positive
Pklr-2_light	FALSE	FALSE	400.76	Unit	658.43	Unit	116	9	22.5	20	Positive
Pklr-2_light	FALSE	FALSE	400.76	Unit	559.37	Unit	116	9	22.5	20	Positive
Pklr-2_light	FALSE	FALSE	400.76	Unit	446.28	Unit	116	9	22.5	20	Positive
Adh1-1_heavy	TRUE	FALSE	402.73	Unit	676.39	Unit	116	9	48.5	20	Positive
Adh1-1_heavy	TRUE	FALSE	402.73	Unit	563.31	Unit	116	9	48.5	20	Positive
Adh1-1_heavy	TRUE	FALSE	402.73	Unit	416.24	Unit	116	9	48.5	20	Positive
Adh1-1_light	FALSE	FALSE	398.73	Unit	668.39	Unit	116	9	48.5	20	Positive
Adh1-1_light	FALSE	FALSE	398.73	Unit	555.31	Unit	116	9	48.5	20	Positive
Adh1-1_light	FALSE	FALSE	398.73	Unit	408.24	Unit	116	9	48.5	20	Positive
Cs-2_heavy	TRUE	FALSE	393.23	Unit	490.27	Unit	100	9	33	20	Positive
Cs-2_heavy	TRUE	FALSE	393.23	Unit	468.32	Unit	100	13	33	20	Positive
Cs-2_heavy	TRUE	FALSE	393.23	Unit	441.75	Unit	100	9	33	20	Positive
Cs-2_light	FALSE	FALSE	389.9	Unit	485.27	Unit	100	9	33	20	Positive
Cs-2_light	FALSE	FALSE	389.9	Unit	458.32	Unit	100	13	33	20	Positive
Cs-2_light	FALSE	FALSE	389.9	Unit	436.75	Unit	100	9	33	20	Positive
Sdhd-1_heavy	TRUE	FALSE	389.86	Unit	688.33	Unit	132	13	33	20	Positive
Sdhd-1_heavy	TRUE	FALSE	389.86	Unit	513.26	Unit	132	9	33	20	Positive
Sdhd-1_heavy	TRUE	FALSE	389.86	Unit	413.2	Unit	132	9	33	20	Positive
Sdhd-1_light	FALSE	FALSE	386.53	Unit	678.33	Unit	132	13	33	20	Positive
Sdhd-1_light	FALSE	FALSE	386.53	Unit	508.26	Unit	132	9	33	20	Positive
Sdhd-1_light	FALSE	FALSE	386.53	Unit	408.2	Unit	132	9	33	20	Positive
Dld-1_heavy	TRUE	FALSE	379.23	Unit	623.38	Unit	116	9	62.5	20	Positive
Dld-1_heavy	TRUE	FALSE	379.23	Unit	476.28	Unit	116	9	62.5	20	Positive
Dld-1_heavy	TRUE	FALSE	379.23	Unit	425.76	Unit	116	9	62.5	20	Positive
Dld-1_light	FALSE	FALSE	376.56	Unit	615.38	Unit	116	9	62.5	20	Positive
Dld-1_light	FALSE	FALSE	376.56	Unit	472.28	Unit	116	9	62.5	20	Positive
Dld-1_light	FALSE	FALSE	376.56	Unit	421.76	Unit	116	9	62.5	20	Positive
Bpgm-2_heavy	TRUE	FALSE	375.21	Unit	469.28	Unit	116	9	42	20	Positive
Bpgm-2_heavy	TRUE	FALSE	375.21	Unit	412.26	Unit	116	9	42	20	Positive
Bpgm-2_heavy	TRUE	FALSE	375.21	Unit	299.17	Unit	116	9	42	20	Positive
Bpgm-2_light	FALSE	FALSE	371.88	Unit	459.28	Unit	116	9	42	20	Positive
Bpgm-2_light	FALSE	FALSE	371.88	Unit	407.26	Unit	116	9	42	20	Positive
Bpgm-2_light	FALSE	FALSE	371.88	Unit	289.17	Unit	116	9	42	20	Positive
Sdhc-1_heavy	TRUE	FALSE	330.53	Unit	440.26	Unit	100	9	60.5	20	Positive
Sdhc-1_heavy	TRUE	FALSE	330.53	Unit	325.23	Unit	100	9	60.5	20	Positive
Sdhc-1_heavy	TRUE	FALSE	330.53	Unit	212.15	Unit	100	9	60.5	20	Positive
Sdhc-1_light	FALSE	FALSE	327.86	Unit	432.26	Unit	100	9	60.5	20	Positive
Sdhc-1_light	FALSE	FALSE	327.86	Unit	317.23	Unit	100	9	60.5	20	Positive
Sdhc-1_light	FALSE	FALSE	327.86	Unit	204.15	Unit	100	9	60.5	20	Positive
Gpd2-2_heavy	TRUE	FALSE	326.87	Unit	539.35	Unit	100	9	38.5	20	Positive
Gpd2-2_heavy	TRUE	FALSE	326.87	Unit	440.29	Unit	100	9	38.5	20	Positive
Gpd2-2_heavy	TRUE	FALSE	326.87	Unit	341.22	Unit	100	9	38.5	20	Positive
Gpd2-2_light	FALSE	FALSE	323.54	Unit	529.35	Unit	100	9	38.5	20	Positive
Gpd2-2_light	FALSE	FALSE	323.54	Unit	430.29	Unit	100	9	38.5	20	Positive
Gpd2-2_light	FALSE	FALSE	323.54	Unit	331.22	Unit	100	9	38.5	20	Positive
